ID,IKZ COST,NAME,ELEMENT,TYPE,SUBTYPE_1,SUBTYPE_2,SUBTYPE_3,GATE_PWR,ATK,HP,PLUS_ATK,REF_IP,REF_ID,REF_IP2,REF_ID2,RARITY,ILLUSTRATOR,E_1,E_1_TEXT,E_2,E_2_TEXT,F_TEXT,DEFINITION_TEXT,RULING_TEXT,STAMP,IMG,ALT_IMG,ROW_KEY,SOURCE_RELEASE,SOURCE_ENTRY_ID,SETS,IMAGE_URL,FIELD_SOURCE,MISSING_ALPHA_FIELDS,REVIEW_STATUS
AZK01-031,1,Tidal Insight,Water,Spell,Sirencall,,,,,,,,,,,UC,Pandart Studio,Main,"Look at the top 3 cards of your deck, reveal up to 1 WaterElementIcon card and add it to your hand, then put the rest on the top or bottom of your deck in any order",,,,,Spell,Alpha,https://static-content.azuki.com/tcg/card_art/S1-AZK01-031_Tidal-Insight_S_UC_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-031_Tidal-Insight_S_UC_die,alpha_master_sheet_crosswalk,S1-AZK01-031_Tidal-Insight_S_UC_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-031_Tidal-Insight_S_UC_die.jpg,linked_alpha_master_sheet; official_gallery_image_url,SUBTYPE_2; SUBTYPE_3; GATE_PWR; ATK; HP; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; ALT_IMG,sheet_sourced
AZK01-032,3,Rippling Recall,Water,Spell,Watercrafting,,,,,,,,,,,C,Pandart Studio,Main,Return an entity with a cost of 2 or less in your Garden to your hand: Return up to 1 entity with a cost of 4 or less in your opponent's Garden to its owner's hand.,,,,,Spell,Alpha,https://static-content.azuki.com/tcg/card_art/S1-AZK01-032_Rippling-Recall_S_C_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-032_Rippling-Recall_S_C_die,alpha_master_sheet_crosswalk,S1-AZK01-032_Rippling-Recall_S_C_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-032_Rippling-Recall_S_C_die.jpg,linked_alpha_master_sheet; official_gallery_image_url,SUBTYPE_2; SUBTYPE_3; GATE_PWR; ATK; HP; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; ALT_IMG,sheet_sourced
AZK01-033,1,Elder Hoshin,Lightning,Entity,Monk,Stormcaller,,1,1,1,,,,,,C,nJoo,On Play,"Look at the top 5 cards of your deck, reveal up to 1 Steelborn card and add it to your hand, then bottom deck the rest in any order.",,,"With every pulse of lightning, fate unravels before his third eye.",,,Alpha,https://static-content.azuki.com/tcg/card_art/S1-AZK01-033_Elder-Hoshin_E_C_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-033_Elder-Hoshin_E_C_die,alpha_master_sheet_crosswalk,S1-AZK01-033_Elder-Hoshin_E_C_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-033_Elder-Hoshin_E_C_die.jpg,linked_alpha_master_sheet; official_gallery_image_url,SUBTYPE_3; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,sheet_sourced
AZK01-034,2,Kira,Lightning,Entity,Voltguard,,,1,1,1,,,,,,C,Comiccho,Alley Only Ability,"When an entity in your Garden is attacked, you may swap that entity and this card, then make this card the new attack target.",,,Let the current decide your fate.,,,Alpha,https://static-content.azuki.com/tcg/card_art/S1-AZK01-034_Kira_E_C_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-034_Kira_E_C_die,alpha_master_sheet_crosswalk,S1-AZK01-034_Kira_E_C_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-034_Kira_E_C_die.jpg,linked_alpha_master_sheet; official_gallery_image_url,SUBTYPE_2; SUBTYPE_3; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,sheet_sourced
AZK01-035,2,Raimaru the Stolen,Lightning,Entity,Cat,Statue,Voltguard,0,1,1,,,,,,UC,Pandart Studio,Defender,,Response,This card can be played as a Response,,Defender,,Alpha,https://static-content.azuki.com/tcg/card_art/S1-AZK01-035_Raimaru-the-Stolen_E_UC_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-035_Raimaru-the-Stolen_E_UC_die,alpha_master_sheet_crosswalk,S1-AZK01-035_Raimaru-the-Stolen_E_UC_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-035_Raimaru-the-Stolen_E_UC_die.jpg,linked_alpha_master_sheet; official_gallery_image_url,PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_1_TEXT; F_TEXT; RULING_TEXT; ALT_IMG,sheet_sourced
AZK01-036,3,Denmu,Lightning,Entity,Bat,Shockcoil,,1,2,2,,,,,,UC,Pandart Studio,When Attacked,The attacking leader or entity becomes shocked,,,Stunned by the echo of terror's wings.,Shocked,,Alpha,https://static-content.azuki.com/tcg/card_art/S1-AZK01-036_Denmu_E_UC_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-036_Denmu_E_UC_die,alpha_master_sheet_crosswalk,S1-AZK01-036_Denmu_E_UC_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-036_Denmu_E_UC_die.jpg,linked_alpha_master_sheet; official_gallery_image_url,SUBTYPE_3; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; RULING_TEXT; ALT_IMG,sheet_sourced
AZK01-037,4,Stormcaller Tenkichi,Lightning,Entity,Riftwalk,Stormcaller,,0,3,3,,Elementals,17551,,,R,Pandart Studio,Charge,This card can attack entities in your opponent's Alley.,,,Let the skies break open and the storm consume.,Charge,,Alpha,https://static-content.azuki.com/tcg/card_art/S1-AZK01-037_Stormcaller-Tenkichi_E_R_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-037_Stormcaller-Tenkichi_E_R_die,alpha_master_sheet_crosswalk,S1-AZK01-037_Stormcaller-Tenkichi_E_R_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-037_Stormcaller-Tenkichi_E_R_die.jpg,linked_alpha_master_sheet; official_gallery_image_url,SUBTYPE_3; PLUS_ATK; REF_IP2; REF_ID2; E_2; E_2_TEXT; RULING_TEXT; ALT_IMG,sheet_sourced
AZK01-038,3,Riven Flashborne,Lightning,Entity,Riftwalk,,,1,2,2,,,,,,R,DKANG!,,This card can attack entities in your opponent's Alley.,,,"Speed's my game and lightning's my fuel! Together, we're unstoppable!",,,Alpha,https://static-content.azuki.com/tcg/card_art/S1-AZK01-038_Riven-Flashborne_E_R_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-038_Riven-Flashborne_E_R_die,alpha_master_sheet_crosswalk,S1-AZK01-038_Riven-Flashborne_E_R_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-038_Riven-Flashborne_E_R_die.jpg,linked_alpha_master_sheet; official_gallery_image_url,SUBTYPE_2; SUBTYPE_3; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_1; E_2; E_2_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,sheet_sourced
AZK01-039,4,Piko,Lightning,Entity,Cat,Steelborn,,0,2,3,,,,,,C,Nohgo,When Equipped,Gain Charge,Charge,,,Charge,,Alpha,https://static-content.azuki.com/tcg/card_art/S1-AZK01-039_Piko_E_C_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-039_Piko_E_C_die,alpha_master_sheet_crosswalk,S1-AZK01-039_Piko_E_C_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-039_Piko_E_C_die.jpg,linked_alpha_master_sheet; official_gallery_image_url,SUBTYPE_3; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2_TEXT; F_TEXT; RULING_TEXT; ALT_IMG,sheet_sourced
AZK01-040,5,Black Jade Vault Master,Lightning,Entity,Tiger,Black Jade,Voltguard,2,1,3,,,,,,UC,Pandart Studio,Defender,,When Attacked,Deal up to 1 damage to a leader.,,Defender,,Alpha,https://static-content.azuki.com/tcg/card_art/S1-AZK01-040_Black-Jade-Vault-Master_E_UC_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-040_Black-Jade-Vault-Master_E_UC_die,alpha_master_sheet_crosswalk,S1-AZK01-040_Black-Jade-Vault-Master_E_UC_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-040_Black-Jade-Vault-Master_E_UC_die.jpg,linked_alpha_master_sheet; official_gallery_image_url,PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_1_TEXT; F_TEXT; RULING_TEXT; ALT_IMG,sheet_sourced
AZK01-041,8,Wu Cha,Lightning,Entity,Steelborn,Fox Fire,,2,7,7,,Azuki,2851,,,SR,Pandart Studio,On Play,1 IKZ: Equip up to 2 Weapon cards with a cost of 2 or less from your discard pile to this card.,,,,,,Alpha,https://static-content.azuki.com/tcg/card_art/S1-AZK01-041_Wu-Cha_E_SR_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-041_Wu-Cha_E_SR_die,alpha_master_sheet_crosswalk,S1-AZK01-041_Wu-Cha_E_SR_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-041_Wu-Cha_E_SR_die.jpg,linked_alpha_master_sheet; official_gallery_image_url,SUBTYPE_3; PLUS_ATK; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,sheet_sourced
AZK01-042,5,Thunderclap,Lightning,Spell,Stormcaller,,,,,,,,,,,SR,Tomugi,Main,"Deal 3 damage, 2 damage, and 1 damage to 3 different entities in your opponent's Garden.",,,"Just like we practiced, my little friend...ready? Big clap!",,Spell,Alpha,https://static-content.azuki.com/tcg/card_art/AZK01-042A_Thunderclap_S_SR_TEX2_Die.jpg,,azuki_tcg_official_gallery:AZK01-042A_Thunderclap_S_SR_TEX2_Die,alpha_master_sheet_crosswalk,AZK01-042A_Thunderclap_S_SR_TEX2_Die,Alpha,https://static-content.azuki.com/tcg/card_art/AZK01-042A_Thunderclap_S_SR_TEX2_Die.jpg,linked_alpha_master_sheet; official_gallery_image_url,SUBTYPE_2; SUBTYPE_3; GATE_PWR; ATK; HP; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; DEFINITION_TEXT; ALT_IMG,sheet_sourced
AZK01-042,5,Thunderclap,Lightning,Spell,Stormcaller,,,,,,,,,,,SR,Tomugi,Main,"Deal 3 damage, 2 damage, and 1 damage to 3 different entities in your opponent's Garden.",,,"Just like we practiced, my little friend...ready? Big clap!",,Spell,Alpha,https://static-content.azuki.com/tcg/card_art/S1-AZK01-042_Thunderclap_S_SR_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-042_Thunderclap_S_SR_die,alpha_master_sheet_crosswalk,S1-AZK01-042_Thunderclap_S_SR_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-042_Thunderclap_S_SR_die.jpg,linked_alpha_master_sheet; official_gallery_image_url,SUBTYPE_2; SUBTYPE_3; GATE_PWR; ATK; HP; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; DEFINITION_TEXT; ALT_IMG,sheet_sourced
AZK01-043,2,Stormglass Daggers,Lightning,Weapon,Riftwalk,Dagger,,,,,1,,,,,C,Pandart Studio,,"When equipped to a leader, the leader can attack entities in your opponent's Alley.",,,How far can you flee when the daggers' reach is endless.,,Weapon,Alpha,https://static-content.azuki.com/tcg/card_art/S1-AZK01-043_Stormglass-Daggers_W_C_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-043_Stormglass-Daggers_W_C_die,alpha_master_sheet_crosswalk,S1-AZK01-043_Stormglass-Daggers_W_C_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-043_Stormglass-Daggers_W_C_die.jpg,linked_alpha_master_sheet; official_gallery_image_url,SUBTYPE_3; GATE_PWR; ATK; HP; REF_IP; REF_ID; REF_IP2; REF_ID2; E_1; E_2; E_2_TEXT; DEFINITION_TEXT; ALT_IMG,sheet_sourced
AZK01-044,3,Lightning Kanabō,Lightning,Weapon,Shockcoil,,,,,,2,,,,,R,Pandart Studio,,Leaders or entities equipped with this card apply Shocked to cards they deal damage to.,,,,Shocked,Weapon,Alpha,https://static-content.azuki.com/tcg/card_art/S1-AZK01-044_Lightning-Kanabo_W_R_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-044_Lightning-Kanabo_W_R_die,alpha_master_sheet_crosswalk,S1-AZK01-044_Lightning-Kanabo_W_R_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-044_Lightning-Kanabo_W_R_die.jpg,linked_alpha_master_sheet; official_gallery_image_url,SUBTYPE_2; SUBTYPE_3; GATE_PWR; ATK; HP; REF_IP; REF_ID; REF_IP2; REF_ID2; E_1; E_2; E_2_TEXT; F_TEXT; ALT_IMG,sheet_sourced
AZK01-045,1,Treetop Scout,Earth,Entity,Scout,,,1,1,1,,Elementals,1088,,,C,Volta,On Play,"Look at the top 5 cards of your deck, reveal up to 1 Obsidian card and add it to your hand, then bottom deck the rest in any order.",,,"No worries, I've got eyes on the whole forest.",,,Alpha,https://static-content.azuki.com/tcg/card_art/S1-AZK01-045_Treetop-Scout_E_C_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-045_Treetop-Scout_E_C_die,alpha_master_sheet_crosswalk,S1-AZK01-045_Treetop-Scout_E_C_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-045_Treetop-Scout_E_C_die.jpg,linked_alpha_master_sheet; official_gallery_image_url,SUBTYPE_2; SUBTYPE_3; PLUS_ATK; REF_IP2; REF_ID2; E_2; E_2_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,sheet_sourced
AZK01-046,1,Mina the Geomancer,Earth,Entity,Earthfury,,,0,1,1,,Azuki,112,,,UC,Tomugi,Garden Only Ability,"When this card enters the Garden, tap it. This entity never untaps.",Start of Your Turn,Deal up to 1 damage to a leader.,"Sight is a gift, but the ground whispers truths beyond vision.",,,Alpha,https://static-content.azuki.com/tcg/card_art/S1-AZK01-046_Mina-the-Geomancer_E_UC_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-046_Mina-the-Geomancer_E_UC_die,alpha_master_sheet_crosswalk,S1-AZK01-046_Mina-the-Geomancer_E_UC_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-046_Mina-the-Geomancer_E_UC_die.jpg,linked_alpha_master_sheet; official_gallery_image_url,SUBTYPE_2; SUBTYPE_3; PLUS_ATK; REF_IP2; REF_ID2; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,sheet_sourced
AZK01-047,2,Shiko the Priestess,Earth,Entity,Earthwarden,,,1,1,2,,,,,,UC,Pandart Studio,Once/Turn,,When Attacking,Heal 1 to your leader.,"This stone carries the prayers of the Spirits, steady as the road beneath us.",,,Alpha,https://static-content.azuki.com/tcg/card_art/S1-AZK01-047_Shiko-the-Priestess_E_UC_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-047_Shiko-the-Priestess_E_UC_die,alpha_master_sheet_crosswalk,S1-AZK01-047_Shiko-the-Priestess_E_UC_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-047_Shiko-the-Priestess_E_UC_die.jpg,linked_alpha_master_sheet; official_gallery_image_url,SUBTYPE_2; SUBTYPE_3; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_1_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,sheet_sourced
AZK01-048,3,Kale,Earth,Entity,Obsidian,,,2,1,2,,,,,,C,Will Murai,Carapace 1,,,,"I'm the mountain's fist! Steady, strong, and relentless.",Carapace,,Alpha,https://static-content.azuki.com/tcg/card_art/S1-AZK01-048_Kale_E_C_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-048_Kale_E_C_die,alpha_master_sheet_crosswalk,S1-AZK01-048_Kale_E_C_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-048_Kale_E_C_die.jpg,linked_alpha_master_sheet; official_gallery_image_url,SUBTYPE_2; SUBTYPE_3; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_1_TEXT; E_2; E_2_TEXT; RULING_TEXT; ALT_IMG,sheet_sourced
AZK01-049,3,Lone Journeyman,Earth,Entity,Earthwarden,,,1,1,2,,Azuki,107,,,C,Volta,Defender,,,,,Defender,,Alpha,https://static-content.azuki.com/tcg/card_art/S1-AZK01-049_Lone-Journeyman_E_C_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-049_Lone-Journeyman_E_C_die,alpha_master_sheet_crosswalk,S1-AZK01-049_Lone-Journeyman_E_C_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-049_Lone-Journeyman_E_C_die.jpg,linked_alpha_master_sheet; official_gallery_image_url,SUBTYPE_2; SUBTYPE_3; PLUS_ATK; REF_IP2; REF_ID2; E_1_TEXT; E_2; E_2_TEXT; F_TEXT; RULING_TEXT; ALT_IMG,sheet_sourced
AZK01-050,4,Shroom Tender,Earth,Entity,BEANZ,Earthwarden,,2,2,2,,,,,,R,Nohgo,On Play,Heal 2 to your leader.,,,Pop this shroom and poof! no more ouchies!,,,Alpha,https://static-content.azuki.com/tcg/card_art/S1-AZK01-050_Shroom-Tender_E_R_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-050_Shroom-Tender_E_R_die,alpha_master_sheet_crosswalk,S1-AZK01-050_Shroom-Tender_E_R_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-050_Shroom-Tender_E_R_die.jpg,linked_alpha_master_sheet; official_gallery_image_url,SUBTYPE_3; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,sheet_sourced
AZK01-051,4,Chillax,Earth,Entity,Sloth,Earthwarden,,2,1,3,,,,,,UC,Pandart Studio,Defender,,When Attacked,You may give another entity in your Garden +1 health until the end of the turn.,"Bro, just take a sip of chill and let the good times roll.",Defender,,Alpha,https://static-content.azuki.com/tcg/card_art/S1-AZK01-051_Chillax_E_UC_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-051_Chillax_E_UC_die,alpha_master_sheet_crosswalk,S1-AZK01-051_Chillax_E_UC_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-051_Chillax_E_UC_die.jpg,linked_alpha_master_sheet; official_gallery_image_url,SUBTYPE_3; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_1_TEXT; RULING_TEXT; ALT_IMG,sheet_sourced
AZK01-052,5,Yojin,Earth,Entity,Earthwarden,,,2,2,4,,Elementals,17471,,,UC,Pandart Studio,Defender,"If the number of entities in your Garden is less than the number of entities in your opponent's Garden, this card has Defender",,,,Defender,,Alpha,https://static-content.azuki.com/tcg/card_art/S1-AZK01-052_Yojin_E_UC_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-052_Yojin_E_UC_die,alpha_master_sheet_crosswalk,S1-AZK01-052_Yojin_E_UC_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-052_Yojin_E_UC_die.jpg,linked_alpha_master_sheet; official_gallery_image_url,SUBTYPE_2; SUBTYPE_3; PLUS_ATK; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; RULING_TEXT; ALT_IMG,sheet_sourced
AZK01-053,7,Geodust Smuggler,Earth,Entity,Obsidian,,,3,4,5,,,,,,R,nJoo,Garden Only Ability,"As long as this card is in play, all other entities in your Garden have +1 health.",,,Got these beauties fresh from that cave nobody's allowed to talk about *wink wink*.,,,Alpha,https://static-content.azuki.com/tcg/card_art/S1-AZK01-053_Geodust-Smuggler_E_R_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-053_Geodust-Smuggler_E_R_die,alpha_master_sheet_crosswalk,S1-AZK01-053_Geodust-Smuggler_E_R_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-053_Geodust-Smuggler_E_R_die.jpg,linked_alpha_master_sheet; official_gallery_image_url,SUBTYPE_2; SUBTYPE_3; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,sheet_sourced
AZK01-054,8,Teb Fea,Earth,Entity,Obsidian,,,2,7,7,,Elementals,3137,,,SR,Tomugi,Godmode,,,,,,,Alpha,https://static-content.azuki.com/tcg/card_art/AZK01-054A_Teb-Fea_E_SR_Die.jpg,,azuki_tcg_official_gallery:AZK01-054A_Teb-Fea_E_SR_Die,alpha_master_sheet_crosswalk,AZK01-054A_Teb-Fea_E_SR_Die,Alpha,https://static-content.azuki.com/tcg/card_art/AZK01-054A_Teb-Fea_E_SR_Die.jpg,linked_alpha_master_sheet; official_gallery_image_url,SUBTYPE_2; SUBTYPE_3; PLUS_ATK; REF_IP2; REF_ID2; E_1_TEXT; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,sheet_sourced
AZK01-054,8,Teb Fea,Earth,Entity,Obsidian,,,2,7,7,,Elementals,3137,,,SR,Tomugi,Godmode,,,,,,,Alpha,https://static-content.azuki.com/tcg/card_art/S1-AZK01-054_Teb-Fea_E_SR_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-054_Teb-Fea_E_SR_die,alpha_master_sheet_crosswalk,S1-AZK01-054_Teb-Fea_E_SR_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-054_Teb-Fea_E_SR_die.jpg,linked_alpha_master_sheet; official_gallery_image_url,SUBTYPE_2; SUBTYPE_3; PLUS_ATK; REF_IP2; REF_ID2; E_1_TEXT; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,sheet_sourced
AZK01-055,2,Earth Orb,Earth,Spell,Earthfury,Orb,,,,,,,,,,C,Volta,Response,Deal up to 1 damage to a leader or an entity in your opponent's Garden and reduce that card's attack by 1 until the end of the turn.,,,,,Response,Alpha,https://static-content.azuki.com/tcg/card_art/S1-AZK01-055_Earth-Orb_S_C_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-055_Earth-Orb_S_C_die,alpha_master_sheet_crosswalk,S1-AZK01-055_Earth-Orb_S_C_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-055_Earth-Orb_S_C_die.jpg,linked_alpha_master_sheet; official_gallery_image_url,SUBTYPE_3; GATE_PWR; ATK; HP; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; ALT_IMG,sheet_sourced
AZK01-056,1,"Glass Blower, Hokuto",Fire,Entity,Firemancer,,,1,1,1,,,,,,C,Pandart Studio,On Play,"Look at the top 5 cards of your deck, reveal up to 1 Scorchweaver card and add it to your hand, then bottome deck the rest in any order.",,,"The flames reveal what lies ahead, clear as glass.",,,Alpha,https://static-content.azuki.com/tcg/card_art/S1-AZK01-056_Glass-Blower-Hokuto_E_C_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-056_Glass-Blower-Hokuto_E_C_die,alpha_master_sheet_crosswalk,S1-AZK01-056_Glass-Blower-Hokuto_E_C_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-056_Glass-Blower-Hokuto_E_C_die.jpg,linked_alpha_master_sheet; official_gallery_image_url,SUBTYPE_2; SUBTYPE_3; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,sheet_sourced
AZK01-057,1,"Lounge Siren, Saeko",Fire,Entity,Scorchweaver,,,1,1,1,,Elementals,18362,,,C,Volta,Garden Only Ability,,Start of Your Turn,You must deal 1 damage to a target entity in your Garden and a target entity in your opponent's Garden.,What's better than fire in a glass and peace on the couch?,,,Alpha,https://static-content.azuki.com/tcg/card_art/S1-AZK01-057_Lounge-Siren-Saeko_E_C_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-057_Lounge-Siren-Saeko_E_C_die,alpha_master_sheet_crosswalk,S1-AZK01-057_Lounge-Siren-Saeko_E_C_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-057_Lounge-Siren-Saeko_E_C_die.jpg,linked_alpha_master_sheet; official_gallery_image_url,SUBTYPE_2; SUBTYPE_3; PLUS_ATK; REF_IP2; REF_ID2; E_1_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,sheet_sourced
AZK01-058,2,Black Jade Warlord,Fire,Entity,Black Jade,Blazerker,Invigorate,1,2,1,,,,,,C,Pandart Studio,After Attacking,You may sacrifice this card: Give a leader or an entity in your Garden +2 attack until the end of the turn.,,,"When the fight's done, only loyalty remains. I'll go down swinging for the Black Jade.",,,Alpha,https://static-content.azuki.com/tcg/card_art/S1-AZK01-058_Black-Jade-Warlord_E_C_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-058_Black-Jade-Warlord_E_C_die,alpha_master_sheet_crosswalk,S1-AZK01-058_Black-Jade-Warlord_E_C_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-058_Black-Jade-Warlord_E_C_die.jpg,linked_alpha_master_sheet; official_gallery_image_url,PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,sheet_sourced
AZK01-059,2,Spice,Fire,Entity,Red Panda,Chef,Pyreskin,1,1,2,,,,,,UC,Pandart Studio,Once/Turn,"If this card takes damage, it gets +1 attack until the end of the turn.",,,"Harvest time means flavor time, let's spice things up!",,,Alpha,https://static-content.azuki.com/tcg/card_art/S1-AZK01-059_Spice_E_UC_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-059_Spice_E_UC_die,alpha_master_sheet_crosswalk,S1-AZK01-059_Spice_E_UC_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-059_Spice_E_UC_die.jpg,linked_alpha_master_sheet; official_gallery_image_url,PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,sheet_sourced
AZK01-060,5,Scarlett,Fire,Entity,Blazerker,,,2,3,2,,Elementals,192,,,R,steamboy,Charge,,When Attacking,"You may give this card Infiltrate and +1 attack. If you do, you must sacrifice this card at the end of the turn.",,Charge/Infiltrate,,Alpha,https://static-content.azuki.com/tcg/card_art/S1-AZK01-060_Scarlett_E_R_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-060_Scarlett_E_R_die,alpha_master_sheet_crosswalk,S1-AZK01-060_Scarlett_E_R_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-060_Scarlett_E_R_die.jpg,linked_alpha_master_sheet; official_gallery_image_url,SUBTYPE_2; SUBTYPE_3; PLUS_ATK; REF_IP2; REF_ID2; E_1_TEXT; F_TEXT; RULING_TEXT; ALT_IMG,sheet_sourced
