AUDIT_ROW_ID,AUDIT_STATUS,SEVERITY,REFERENCE_IMAGE_POLICY,STAMP_FIELD_POLICY,ISSUE_CODES,RECOMMENDED_ACTION,UID,CARD_ID,NORMALIZED_CARD_ID,NAME,SETS,SOURCE_ENTRY_ID,IMAGE_BASENAME,IMAGE_URL_PRESENT,GALLERY_RARITY,COMPLETION_RARITY,COMPLETION_STAMP,FIELD_SOURCE,SOURCE_PREFIX_CARD_ID,SOURCE_PREFIX_SUFFIX,SOURCE_CARD_ID_MATCHES_GALLERY,IMAGE_REUSED_WITH_UIDS,IMAGE_REUSED_WITH_DIFFERENT_ROW_STATE,NOTES
reference-image-audit-045,needs_review,medium,display_reference_image,suppress_inherited_alpha_stamp,inherited_alpha_stamp_on_non_alpha_gallery_row,Do not display the Alpha-sheet stamp as a row-specific stamp for this official gallery row.,azuki_tcg_official_gallery:S1-STT02-007_Benzai-the-Merchant_E_C_die,STT02-007,STT02-007,Benzai the Merchant,Starter Deck 2,S1-STT02-007_Benzai-the-Merchant_E_C_die,S1-STT02-007_Benzai-the-Merchant_E_C_die.jpg,true,C,C,Alpha,linked_alpha_master_sheet; official_gallery_image_url,STT02-007,,true,,false,Alpha-sheet stamp is inherited by card-id crosswalk into a non-Booster official gallery row.
reference-image-audit-046,needs_review,medium,display_reference_image,suppress_inherited_alpha_stamp,inherited_alpha_stamp_on_non_alpha_gallery_row,Do not display the Alpha-sheet stamp as a row-specific stamp for this official gallery row.,azuki_tcg_official_gallery:S1-STT02-008_Serene-Fist-Misaki_E_UC_die,STT02-008,STT02-008,"Serene Fist, Misaki",Starter Deck 2,S1-STT02-008_Serene-Fist-Misaki_E_UC_die,S1-STT02-008_Serene-Fist-Misaki_E_UC_die.jpg,true,UC,UC,Alpha,linked_alpha_master_sheet; official_gallery_image_url,STT02-008,,true,,false,Alpha-sheet stamp is inherited by card-id crosswalk into a non-Booster official gallery row.
reference-image-audit-047,needs_review,medium,display_reference_image,suppress_inherited_alpha_stamp,inherited_alpha_stamp_on_non_alpha_gallery_row,Do not display the Alpha-sheet stamp as a row-specific stamp for this official gallery row.,azuki_tcg_official_gallery:S1-STT02-009_Aya_E_C_die,STT02-009,STT02-009,Aya,Starter Deck 2,S1-STT02-009_Aya_E_C_die,S1-STT02-009_Aya_E_C_die.jpg,true,C,C,Alpha,linked_alpha_master_sheet; official_gallery_image_url,STT02-009,,true,,false,Alpha-sheet stamp is inherited by card-id crosswalk into a non-Booster official gallery row.
reference-image-audit-048,needs_review,medium,display_reference_image,suppress_inherited_alpha_stamp,inherited_alpha_stamp_on_non_alpha_gallery_row,Do not display the Alpha-sheet stamp as a row-specific stamp for this official gallery row.,azuki_tcg_official_gallery:S1-STT02-010_Selis-of-the-Shore_E_R_die,STT02-010,STT02-010,Selis of the Shore,Starter Deck 2,S1-STT02-010_Selis-of-the-Shore_E_R_die,S1-STT02-010_Selis-of-the-Shore_E_R_die.jpg,true,R,R,Alpha,linked_alpha_master_sheet; official_gallery_image_url,STT02-010,,true,,false,Alpha-sheet stamp is inherited by card-id crosswalk into a non-Booster official gallery row.
reference-image-audit-049,needs_review,medium,display_reference_image,suppress_inherited_alpha_stamp,inherited_alpha_stamp_on_non_alpha_gallery_row,Do not display the Alpha-sheet stamp as a row-specific stamp for this official gallery row.,azuki_tcg_official_gallery:S1-STT02-011_Bubblemancer_E_C_die,STT02-011,STT02-011,Bubblemancer,Starter Deck 2,S1-STT02-011_Bubblemancer_E_C_die,S1-STT02-011_Bubblemancer_E_C_die.jpg,true,C,C,Alpha,linked_alpha_master_sheet; official_gallery_image_url,STT02-011,,true,,false,Alpha-sheet stamp is inherited by card-id crosswalk into a non-Booster official gallery row.
reference-image-audit-050,needs_review,medium,display_reference_image,suppress_inherited_alpha_stamp,inherited_alpha_stamp_on_non_alpha_gallery_row,Do not display the Alpha-sheet stamp as a row-specific stamp for this official gallery row.,azuki_tcg_official_gallery:S1-STT02-012_Young-Shao_E_UC_die,STT02-012,STT02-012,Young Shao,Starter Deck 2,S1-STT02-012_Young-Shao_E_UC_die,S1-STT02-012_Young-Shao_E_UC_die.jpg,true,UC,UC,Alpha,linked_alpha_master_sheet; official_gallery_image_url,STT02-012,,true,,false,Alpha-sheet stamp is inherited by card-id crosswalk into a non-Booster official gallery row.
reference-image-audit-051,needs_review,medium,display_reference_image,suppress_inherited_alpha_stamp,inherited_alpha_stamp_on_non_alpha_gallery_row,Do not display the Alpha-sheet stamp as a row-specific stamp for this official gallery row.,azuki_tcg_official_gallery:S1-STT02-013_Mizuki_E_SR_die,STT02-013,STT02-013,Mizuki,Starter Deck 2,S1-STT02-013_Mizuki_E_SR_die,S1-STT02-013_Mizuki_E_SR_die.jpg,true,SR,SR,Alpha,linked_alpha_master_sheet; official_gallery_image_url,STT02-013,,true,,false,Alpha-sheet stamp is inherited by card-id crosswalk into a non-Booster official gallery row.
reference-image-audit-052,needs_review,medium,display_reference_image,display_stamp_if_present,completion_row_missing_gallery_star,Use row-specific gallery rarity; do not let card-level Alpha completion flatten this variant.,azuki_tcg_official_gallery:STT02-013ASN_Mizuki_E_SR_die,STT02-013,STT02-013,Mizuki,Booster,STT02-013ASN_Mizuki_E_SR_die,STT02-013ASN_Mizuki_E_SR_die.jpg,true,SR ★★,SR,Alpha,linked_alpha_master_sheet; official_gallery_image_url,STT02-013,ASN,true,,false,Gallery row is star/alt but completion rarity is flattened.
reference-image-audit-053,needs_review,medium,display_reference_image,display_stamp_if_present,completion_row_missing_gallery_star,Use row-specific gallery rarity; do not let card-level Alpha completion flatten this variant.,azuki_tcg_official_gallery:STT02-013A_Mizuki_E_SR_die,STT02-013,STT02-013,Mizuki,Booster,STT02-013A_Mizuki_E_SR_die,STT02-013A_Mizuki_E_SR_die.jpg,true,SR ★,SR,Alpha,linked_alpha_master_sheet; official_gallery_image_url,STT02-013,A,true,,false,Gallery row is star/alt but completion rarity is flattened.
reference-image-audit-054,needs_review,medium,display_reference_image,suppress_inherited_alpha_stamp,inherited_alpha_stamp_on_non_alpha_gallery_row,Do not display the Alpha-sheet stamp as a row-specific stamp for this official gallery row.,azuki_tcg_official_gallery:S1-STT02-014_Chilling-Water_S_C_die,STT02-014,STT02-014,Chilling Water,Starter Deck 2,S1-STT02-014_Chilling-Water_S_C_die,S1-STT02-014_Chilling-Water_S_C_die.jpg,true,C,C,Alpha,linked_alpha_master_sheet; official_gallery_image_url,STT02-014,,true,,false,Alpha-sheet stamp is inherited by card-id crosswalk into a non-Booster official gallery row.
reference-image-audit-055,needs_review,medium,display_reference_image,suppress_inherited_alpha_stamp,inherited_alpha_stamp_on_non_alpha_gallery_row,Do not display the Alpha-sheet stamp as a row-specific stamp for this official gallery row.,azuki_tcg_official_gallery:S1-STT02-015_Commune-with-Water_S_UC_die,STT02-015,STT02-015,Commune with Water,Starter Deck 2,S1-STT02-015_Commune-with-Water_S_UC_die,S1-STT02-015_Commune-with-Water_S_UC_die.jpg,true,UC,UC,Alpha,linked_alpha_master_sheet; official_gallery_image_url,STT02-015,,true,,false,Alpha-sheet stamp is inherited by card-id crosswalk into a non-Booster official gallery row.
reference-image-audit-056,needs_review,medium,display_reference_image,suppress_inherited_alpha_stamp,inherited_alpha_stamp_on_non_alpha_gallery_row,Do not display the Alpha-sheet stamp as a row-specific stamp for this official gallery row.,azuki_tcg_official_gallery:S1-STT02-016_Water-Orb_S_R_die,STT02-016,STT02-016,Water Orb,Starter Deck 2,S1-STT02-016_Water-Orb_S_R_die,S1-STT02-016_Water-Orb_S_R_die.jpg,true,R,R,Alpha,linked_alpha_master_sheet; official_gallery_image_url,STT02-016,,true,,false,Alpha-sheet stamp is inherited by card-id crosswalk into a non-Booster official gallery row.
reference-image-audit-057,needs_review,medium,display_reference_image,suppress_inherited_alpha_stamp,inherited_alpha_stamp_on_non_alpha_gallery_row,Do not display the Alpha-sheet stamp as a row-specific stamp for this official gallery row.,azuki_tcg_official_gallery:S1-STT02-017_Shaos-Perseverance_S_SR_die,STT02-017,STT02-017,Shao's Perseverance,Starter Deck 2,S1-STT02-017_Shaos-Perseverance_S_SR_die,S1-STT02-017_Shaos-Perseverance_S_SR_die.jpg,true,SR,SR,Alpha,linked_alpha_master_sheet; official_gallery_image_url,STT02-017,,true,,false,Alpha-sheet stamp is inherited by card-id crosswalk into a non-Booster official gallery row.
reference-image-audit-058,needs_review,medium,display_reference_image,display_stamp_if_present,completion_row_missing_gallery_star,Use row-specific gallery rarity; do not let card-level Alpha completion flatten this variant.,azuki_tcg_official_gallery:STT02-017A_Shaos-Perseverance_S_SR_die,STT02-017,STT02-017,Shao's Perseverance,Booster,STT02-017A_Shaos-Perseverance_S_SR_die,STT02-017A_Shaos-Perseverance_S_SR_die.jpg,true,SR ★,SR,Alpha,linked_alpha_master_sheet; official_gallery_image_url,STT02-017,A,true,,false,Gallery row is star/alt but completion rarity is flattened.
reference-image-audit-059,needs_review,high,suppress_reference_image,display_stamp_if_present,star_row_reuses_nonstar_image_url; image_url_reused_across_different_row_state,Suppress the reference image for the star row; the current source gives the same image to a non-star sibling.,azuki_tcg_official_gallery:S1-STT04-001_Zero_L_L_die__2,STT04-01,STT04-001,Zero,Booster,S1-STT04-001_Zero_L_L_die__2,S1-STT04-001_Zero_L_L_die.jpg,true,L ★,L ★,Booster,official_gallery_api; image_view_illustrator,STT04-001,,true,azuki_tcg_official_gallery:S1-STT04-001_Zero_L_L_die,true,A star row shares the exact image URL with a non-star sibling. Image URL is reused across rows with different card_id/rarity/set/source state.
