trade_id,attack,variant,decision,rationale,route_ready
SIM-0055,bond_gap,convenience_first_buyer,blocked_until_waiver,convenience requires explicit BuyerRiskAcceptance,False
SIM-0055,bond_gap,seller_friendly_market_maker,revise_offer_or_request_waiver,seller-friendly close path still needs scoped waiver,False
SIM-0055,bond_gap,adversarial_seller,semantic_attack_contained,ambiguity stayed legible instead of becoming trust,False
SIM-0055,bond_gap,arbiter_policy_agent,request_policy_waiver_or_block,arbiter policy cannot treat unresolved waiver rows as normal acceptance,False
SIM-0056,manual_database_gap,strict_boundary_buyer,request_more_evidence,strict buyer refuses waiver path by default,False
SIM-0056,manual_database_gap,convenience_first_buyer,blocked_until_waiver,convenience requires explicit BuyerRiskAcceptance,False
SIM-0056,manual_database_gap,seller_friendly_market_maker,revise_offer_or_request_waiver,seller-friendly close path still needs scoped waiver,False
SIM-0056,manual_database_gap,adversarial_seller,semantic_attack_contained,ambiguity stayed legible instead of becoming trust,False
SIM-0056,manual_database_gap,arbiter_policy_agent,request_policy_waiver_or_block,arbiter policy cannot treat unresolved waiver rows as normal acceptance,False
SIM-0057,full_compliant,strict_boundary_buyer,accept_or_continue,all active walls passed,True
SIM-0057,full_compliant,convenience_first_buyer,accept_or_continue,all active walls passed,True
SIM-0057,full_compliant,seller_friendly_market_maker,accept_or_continue,all active walls passed,True
SIM-0057,full_compliant,adversarial_seller,accept_or_continue,all active walls passed,True
SIM-0057,full_compliant,arbiter_policy_agent,accept_or_continue,all active walls passed,True
SIM-0058,missing_inventory_lock,strict_boundary_buyer,accept_or_continue,all active walls passed,False
SIM-0058,missing_inventory_lock,convenience_first_buyer,accept_or_continue,all active walls passed,False
SIM-0058,missing_inventory_lock,seller_friendly_market_maker,accept_or_continue,all active walls passed,False
SIM-0058,missing_inventory_lock,adversarial_seller,accept_or_continue,all active walls passed,False
SIM-0058,missing_inventory_lock,arbiter_policy_agent,accept_or_continue,all active walls passed,False
SIM-0059,claim_missing_buyer_arrival,strict_boundary_buyer,accept_or_continue,all active walls passed,True
SIM-0059,claim_missing_buyer_arrival,convenience_first_buyer,accept_or_continue,all active walls passed,True
SIM-0059,claim_missing_buyer_arrival,seller_friendly_market_maker,accept_or_continue,all active walls passed,True
SIM-0059,claim_missing_buyer_arrival,adversarial_seller,accept_or_continue,all active walls passed,True
SIM-0059,claim_missing_buyer_arrival,arbiter_policy_agent,accept_or_continue,all active walls passed,True
SIM-0060,spendability_missing_wall_ref,strict_boundary_buyer,accept_or_continue,all active walls passed,False
SIM-0060,spendability_missing_wall_ref,convenience_first_buyer,accept_or_continue,all active walls passed,False
SIM-0060,spendability_missing_wall_ref,seller_friendly_market_maker,accept_or_continue,all active walls passed,False
SIM-0060,spendability_missing_wall_ref,adversarial_seller,accept_or_continue,all active walls passed,False
SIM-0060,spendability_missing_wall_ref,arbiter_policy_agent,accept_or_continue,all active walls passed,False
SIM-0061,unassigned_insurance_gap,strict_boundary_buyer,blocked,hard wall missing; agent cannot narrate around it,False
SIM-0061,unassigned_insurance_gap,convenience_first_buyer,blocked,hard wall missing; agent cannot narrate around it,False
SIM-0061,unassigned_insurance_gap,seller_friendly_market_maker,blocked,hard wall missing; agent cannot narrate around it,False
SIM-0061,unassigned_insurance_gap,adversarial_seller,blocked,hard wall missing; agent cannot narrate around it,False
SIM-0061,unassigned_insurance_gap,arbiter_policy_agent,blocked,hard wall missing; agent cannot narrate around it,False
SIM-0062,full_compliant,strict_boundary_buyer,accept_or_continue,all active walls passed,True
SIM-0062,full_compliant,convenience_first_buyer,accept_or_continue,all active walls passed,True
SIM-0062,full_compliant,seller_friendly_market_maker,accept_or_continue,all active walls passed,True
SIM-0062,full_compliant,adversarial_seller,accept_or_continue,all active walls passed,True
SIM-0062,full_compliant,arbiter_policy_agent,accept_or_continue,all active walls passed,True
SIM-0063,missing_route_spendability,strict_boundary_buyer,accept_or_continue,all active walls passed,False
SIM-0063,missing_route_spendability,convenience_first_buyer,accept_or_continue,all active walls passed,False
SIM-0063,missing_route_spendability,seller_friendly_market_maker,accept_or_continue,all active walls passed,False
SIM-0063,missing_route_spendability,adversarial_seller,accept_or_continue,all active walls passed,False
SIM-0063,missing_route_spendability,arbiter_policy_agent,accept_or_continue,all active walls passed,False
SIM-0064,missing_external_availability,strict_boundary_buyer,request_more_evidence,strict buyer refuses waiver path by default,False
SIM-0064,missing_external_availability,convenience_first_buyer,blocked_until_waiver,convenience requires explicit BuyerRiskAcceptance,False
SIM-0064,missing_external_availability,seller_friendly_market_maker,revise_offer_or_request_waiver,seller-friendly close path still needs scoped waiver,False
SIM-0064,missing_external_availability,adversarial_seller,semantic_attack_contained,ambiguity stayed legible instead of becoming trust,False
SIM-0064,missing_external_availability,arbiter_policy_agent,request_policy_waiver_or_block,arbiter policy cannot treat unresolved waiver rows as normal acceptance,False
SIM-0065,unassigned_insurance_gap,strict_boundary_buyer,blocked,hard wall missing; agent cannot narrate around it,False
SIM-0065,unassigned_insurance_gap,convenience_first_buyer,blocked,hard wall missing; agent cannot narrate around it,False
SIM-0065,unassigned_insurance_gap,seller_friendly_market_maker,blocked,hard wall missing; agent cannot narrate around it,False
SIM-0065,unassigned_insurance_gap,adversarial_seller,blocked,hard wall missing; agent cannot narrate around it,False
SIM-0065,unassigned_insurance_gap,arbiter_policy_agent,blocked,hard wall missing; agent cannot narrate around it,False
SIM-0066,full_compliant,strict_boundary_buyer,accept_or_continue,all active walls passed,True
SIM-0066,full_compliant,convenience_first_buyer,accept_or_continue,all active walls passed,True
SIM-0066,full_compliant,seller_friendly_market_maker,accept_or_continue,all active walls passed,True
SIM-0066,full_compliant,adversarial_seller,accept_or_continue,all active walls passed,True
SIM-0066,full_compliant,arbiter_policy_agent,accept_or_continue,all active walls passed,True
SIM-0067,claim_missing_buyer_arrival,strict_boundary_buyer,accept_or_continue,all active walls passed,True
SIM-0067,claim_missing_buyer_arrival,convenience_first_buyer,accept_or_continue,all active walls passed,True
SIM-0067,claim_missing_buyer_arrival,seller_friendly_market_maker,accept_or_continue,all active walls passed,True
SIM-0067,claim_missing_buyer_arrival,adversarial_seller,accept_or_continue,all active walls passed,True
SIM-0067,claim_missing_buyer_arrival,arbiter_policy_agent,accept_or_continue,all active walls passed,True
SIM-0068,full_compliant,strict_boundary_buyer,accept_or_continue,all active walls passed,True
SIM-0068,full_compliant,convenience_first_buyer,accept_or_continue,all active walls passed,True
SIM-0068,full_compliant,seller_friendly_market_maker,accept_or_continue,all active walls passed,True
SIM-0068,full_compliant,adversarial_seller,accept_or_continue,all active walls passed,True
SIM-0068,full_compliant,arbiter_policy_agent,accept_or_continue,all active walls passed,True
SIM-0069,full_compliant,strict_boundary_buyer,accept_or_continue,all active walls passed,True
SIM-0069,full_compliant,convenience_first_buyer,accept_or_continue,all active walls passed,True
SIM-0069,full_compliant,seller_friendly_market_maker,accept_or_continue,all active walls passed,True
SIM-0069,full_compliant,adversarial_seller,accept_or_continue,all active walls passed,True
SIM-0069,full_compliant,arbiter_policy_agent,accept_or_continue,all active walls passed,True
SIM-0070,full_compliant,strict_boundary_buyer,accept_or_continue,all active walls passed,True
SIM-0070,full_compliant,convenience_first_buyer,accept_or_continue,all active walls passed,True
SIM-0070,full_compliant,seller_friendly_market_maker,accept_or_continue,all active walls passed,True
SIM-0070,full_compliant,adversarial_seller,accept_or_continue,all active walls passed,True
SIM-0070,full_compliant,arbiter_policy_agent,accept_or_continue,all active walls passed,True
SIM-0071,claim_missing_buyer_arrival,strict_boundary_buyer,accept_or_continue,all active walls passed,True
SIM-0071,claim_missing_buyer_arrival,convenience_first_buyer,accept_or_continue,all active walls passed,True
SIM-0071,claim_missing_buyer_arrival,seller_friendly_market_maker,accept_or_continue,all active walls passed,True
SIM-0071,claim_missing_buyer_arrival,adversarial_seller,accept_or_continue,all active walls passed,True
SIM-0071,claim_missing_buyer_arrival,arbiter_policy_agent,accept_or_continue,all active walls passed,True
SIM-0072,missing_route_spendability,strict_boundary_buyer,accept_or_continue,all active walls passed,False
SIM-0072,missing_route_spendability,convenience_first_buyer,accept_or_continue,all active walls passed,False
SIM-0072,missing_route_spendability,seller_friendly_market_maker,accept_or_continue,all active walls passed,False
SIM-0072,missing_route_spendability,adversarial_seller,accept_or_continue,all active walls passed,False
SIM-0072,missing_route_spendability,arbiter_policy_agent,accept_or_continue,all active walls passed,False
SIM-0073,full_compliant,strict_boundary_buyer,accept_or_continue,all active walls passed,True
SIM-0073,full_compliant,convenience_first_buyer,accept_or_continue,all active walls passed,True
SIM-0073,full_compliant,seller_friendly_market_maker,accept_or_continue,all active walls passed,True
SIM-0073,full_compliant,adversarial_seller,accept_or_continue,all active walls passed,True
SIM-0073,full_compliant,arbiter_policy_agent,accept_or_continue,all active walls passed,True
SIM-0074,full_compliant,strict_boundary_buyer,accept_or_continue,all active walls passed,True
SIM-0074,full_compliant,convenience_first_buyer,accept_or_continue,all active walls passed,True
SIM-0074,full_compliant,seller_friendly_market_maker,accept_or_continue,all active walls passed,True
SIM-0074,full_compliant,adversarial_seller,accept_or_continue,all active walls passed,True
SIM-0074,full_compliant,arbiter_policy_agent,accept_or_continue,all active walls passed,True
SIM-0075,full_compliant,strict_boundary_buyer,accept_or_continue,all active walls passed,True
SIM-0075,full_compliant,convenience_first_buyer,accept_or_continue,all active walls passed,True
SIM-0075,full_compliant,seller_friendly_market_maker,accept_or_continue,all active walls passed,True
SIM-0075,full_compliant,adversarial_seller,accept_or_continue,all active walls passed,True
SIM-0075,full_compliant,arbiter_policy_agent,accept_or_continue,all active walls passed,True
SIM-0076,full_compliant,strict_boundary_buyer,accept_or_continue,all active walls passed,True
SIM-0076,full_compliant,convenience_first_buyer,accept_or_continue,all active walls passed,True
SIM-0076,full_compliant,seller_friendly_market_maker,accept_or_continue,all active walls passed,True
SIM-0076,full_compliant,adversarial_seller,accept_or_continue,all active walls passed,True
SIM-0076,full_compliant,arbiter_policy_agent,accept_or_continue,all active walls passed,True
SIM-0077,spendability_missing_wall_ref,strict_boundary_buyer,accept_or_continue,all active walls passed,False
SIM-0077,spendability_missing_wall_ref,convenience_first_buyer,accept_or_continue,all active walls passed,False
SIM-0077,spendability_missing_wall_ref,seller_friendly_market_maker,accept_or_continue,all active walls passed,False
SIM-0077,spendability_missing_wall_ref,adversarial_seller,accept_or_continue,all active walls passed,False
SIM-0077,spendability_missing_wall_ref,arbiter_policy_agent,accept_or_continue,all active walls passed,False
SIM-0078,missing_route_spendability,strict_boundary_buyer,accept_or_continue,all active walls passed,False
SIM-0078,missing_route_spendability,convenience_first_buyer,accept_or_continue,all active walls passed,False
SIM-0078,missing_route_spendability,seller_friendly_market_maker,accept_or_continue,all active walls passed,False
SIM-0078,missing_route_spendability,adversarial_seller,accept_or_continue,all active walls passed,False
SIM-0078,missing_route_spendability,arbiter_policy_agent,accept_or_continue,all active walls passed,False
SIM-0079,missing_inventory_lock,strict_boundary_buyer,accept_or_continue,all active walls passed,False
SIM-0079,missing_inventory_lock,convenience_first_buyer,accept_or_continue,all active walls passed,False
SIM-0079,missing_inventory_lock,seller_friendly_market_maker,accept_or_continue,all active walls passed,False
SIM-0079,missing_inventory_lock,adversarial_seller,accept_or_continue,all active walls passed,False
SIM-0079,missing_inventory_lock,arbiter_policy_agent,accept_or_continue,all active walls passed,False
SIM-0080,missing_inventory_lock,strict_boundary_buyer,blocked,hard wall missing; agent cannot narrate around it,False
SIM-0080,missing_inventory_lock,convenience_first_buyer,blocked,hard wall missing; agent cannot narrate around it,False
SIM-0080,missing_inventory_lock,seller_friendly_market_maker,blocked,hard wall missing; agent cannot narrate around it,False
SIM-0080,missing_inventory_lock,adversarial_seller,blocked,hard wall missing; agent cannot narrate around it,False
SIM-0080,missing_inventory_lock,arbiter_policy_agent,blocked,hard wall missing; agent cannot narrate around it,False
SIM-0081,full_compliant,strict_boundary_buyer,accept_or_continue,all active walls passed,True
SIM-0081,full_compliant,convenience_first_buyer,accept_or_continue,all active walls passed,True
SIM-0081,full_compliant,seller_friendly_market_maker,accept_or_continue,all active walls passed,True
SIM-0081,full_compliant,adversarial_seller,accept_or_continue,all active walls passed,True
SIM-0081,full_compliant,arbiter_policy_agent,accept_or_continue,all active walls passed,True
SIM-0082,missing_route_spendability,strict_boundary_buyer,accept_or_continue,all active walls passed,False
SIM-0082,missing_route_spendability,convenience_first_buyer,accept_or_continue,all active walls passed,False
SIM-0082,missing_route_spendability,seller_friendly_market_maker,accept_or_continue,all active walls passed,False
SIM-0082,missing_route_spendability,adversarial_seller,accept_or_continue,all active walls passed,False
SIM-0082,missing_route_spendability,arbiter_policy_agent,accept_or_continue,all active walls passed,False
SIM-0083,full_compliant,strict_boundary_buyer,accept_or_continue,all active walls passed,True
SIM-0083,full_compliant,convenience_first_buyer,accept_or_continue,all active walls passed,True
SIM-0083,full_compliant,seller_friendly_market_maker,accept_or_continue,all active walls passed,True
SIM-0083,full_compliant,adversarial_seller,accept_or_continue,all active walls passed,True
SIM-0083,full_compliant,arbiter_policy_agent,accept_or_continue,all active walls passed,True
SIM-0084,bond_gap,strict_boundary_buyer,request_more_evidence,strict buyer refuses waiver path by default,False
SIM-0084,bond_gap,convenience_first_buyer,blocked_until_waiver,convenience requires explicit BuyerRiskAcceptance,False
SIM-0084,bond_gap,seller_friendly_market_maker,revise_offer_or_request_waiver,seller-friendly close path still needs scoped waiver,False
SIM-0084,bond_gap,adversarial_seller,semantic_attack_contained,ambiguity stayed legible instead of becoming trust,False
SIM-0084,bond_gap,arbiter_policy_agent,request_policy_waiver_or_block,arbiter policy cannot treat unresolved waiver rows as normal acceptance,False
SIM-0085,missing_external_availability,strict_boundary_buyer,request_more_evidence,strict buyer refuses waiver path by default,False
SIM-0085,missing_external_availability,convenience_first_buyer,blocked_until_waiver,convenience requires explicit BuyerRiskAcceptance,False
SIM-0085,missing_external_availability,seller_friendly_market_maker,revise_offer_or_request_waiver,seller-friendly close path still needs scoped waiver,False
SIM-0085,missing_external_availability,adversarial_seller,semantic_attack_contained,ambiguity stayed legible instead of becoming trust,False
SIM-0085,missing_external_availability,arbiter_policy_agent,request_policy_waiver_or_block,arbiter policy cannot treat unresolved waiver rows as normal acceptance,False
SIM-0086,missing_external_availability,strict_boundary_buyer,request_more_evidence,strict buyer refuses waiver path by default,False
SIM-0086,missing_external_availability,convenience_first_buyer,blocked_until_waiver,convenience requires explicit BuyerRiskAcceptance,False
SIM-0086,missing_external_availability,seller_friendly_market_maker,revise_offer_or_request_waiver,seller-friendly close path still needs scoped waiver,False
SIM-0086,missing_external_availability,adversarial_seller,semantic_attack_contained,ambiguity stayed legible instead of becoming trust,False
SIM-0086,missing_external_availability,arbiter_policy_agent,request_policy_waiver_or_block,arbiter policy cannot treat unresolved waiver rows as normal acceptance,False
SIM-0087,full_compliant,strict_boundary_buyer,accept_or_continue,all active walls passed,True
SIM-0087,full_compliant,convenience_first_buyer,accept_or_continue,all active walls passed,True
SIM-0087,full_compliant,seller_friendly_market_maker,accept_or_continue,all active walls passed,True
SIM-0087,full_compliant,adversarial_seller,accept_or_continue,all active walls passed,True
SIM-0087,full_compliant,arbiter_policy_agent,accept_or_continue,all active walls passed,True
SIM-0088,scope_laundering,strict_boundary_buyer,blocked,hard wall missing; agent cannot narrate around it,False
SIM-0088,scope_laundering,convenience_first_buyer,blocked,hard wall missing; agent cannot narrate around it,False
SIM-0088,scope_laundering,seller_friendly_market_maker,blocked,hard wall missing; agent cannot narrate around it,False
SIM-0088,scope_laundering,adversarial_seller,blocked,hard wall missing; agent cannot narrate around it,False
SIM-0088,scope_laundering,arbiter_policy_agent,blocked,hard wall missing; agent cannot narrate around it,False
SIM-0089,full_compliant,strict_boundary_buyer,accept_or_continue,all active walls passed,True
SIM-0089,full_compliant,convenience_first_buyer,accept_or_continue,all active walls passed,True
SIM-0089,full_compliant,seller_friendly_market_maker,accept_or_continue,all active walls passed,True
SIM-0089,full_compliant,adversarial_seller,accept_or_continue,all active walls passed,True
SIM-0089,full_compliant,arbiter_policy_agent,accept_or_continue,all active walls passed,True
SIM-0090,stale_wall_bundle_ref,strict_boundary_buyer,accept_or_continue,all active walls passed,False
SIM-0090,stale_wall_bundle_ref,convenience_first_buyer,accept_or_continue,all active walls passed,False
SIM-0090,stale_wall_bundle_ref,seller_friendly_market_maker,accept_or_continue,all active walls passed,False
SIM-0090,stale_wall_bundle_ref,adversarial_seller,accept_or_continue,all active walls passed,False
SIM-0090,stale_wall_bundle_ref,arbiter_policy_agent,accept_or_continue,all active walls passed,False
SIM-0091,stale_wall_bundle_ref,strict_boundary_buyer,accept_or_continue,all active walls passed,False
SIM-0091,stale_wall_bundle_ref,convenience_first_buyer,accept_or_continue,all active walls passed,False
SIM-0091,stale_wall_bundle_ref,seller_friendly_market_maker,accept_or_continue,all active walls passed,False
SIM-0091,stale_wall_bundle_ref,adversarial_seller,accept_or_continue,all active walls passed,False
SIM-0091,stale_wall_bundle_ref,arbiter_policy_agent,accept_or_continue,all active walls passed,False
SIM-0092,full_compliant,strict_boundary_buyer,accept_or_continue,all active walls passed,True
SIM-0092,full_compliant,convenience_first_buyer,accept_or_continue,all active walls passed,True
SIM-0092,full_compliant,seller_friendly_market_maker,accept_or_continue,all active walls passed,True
SIM-0092,full_compliant,adversarial_seller,accept_or_continue,all active walls passed,True
SIM-0092,full_compliant,arbiter_policy_agent,accept_or_continue,all active walls passed,True
SIM-0093,full_compliant,strict_boundary_buyer,accept_or_continue,all active walls passed,True
SIM-0093,full_compliant,convenience_first_buyer,accept_or_continue,all active walls passed,True
SIM-0093,full_compliant,seller_friendly_market_maker,accept_or_continue,all active walls passed,True
SIM-0093,full_compliant,adversarial_seller,accept_or_continue,all active walls passed,True
SIM-0093,full_compliant,arbiter_policy_agent,accept_or_continue,all active walls passed,True
SIM-0094,sparse_evidence_no_waiver,strict_boundary_buyer,request_more_evidence,strict buyer refuses waiver path by default,False
SIM-0094,sparse_evidence_no_waiver,convenience_first_buyer,blocked_until_waiver,convenience requires explicit BuyerRiskAcceptance,False
SIM-0094,sparse_evidence_no_waiver,seller_friendly_market_maker,revise_offer_or_request_waiver,seller-friendly close path still needs scoped waiver,False
SIM-0094,sparse_evidence_no_waiver,adversarial_seller,semantic_attack_contained,ambiguity stayed legible instead of becoming trust,False
SIM-0094,sparse_evidence_no_waiver,arbiter_policy_agent,request_policy_waiver_or_block,arbiter policy cannot treat unresolved waiver rows as normal acceptance,False
SIM-0095,full_compliant,strict_boundary_buyer,accept_or_continue,all active walls passed,True
SIM-0095,full_compliant,convenience_first_buyer,accept_or_continue,all active walls passed,True
SIM-0095,full_compliant,seller_friendly_market_maker,accept_or_continue,all active walls passed,True
SIM-0095,full_compliant,adversarial_seller,accept_or_continue,all active walls passed,True
SIM-0095,full_compliant,arbiter_policy_agent,accept_or_continue,all active walls passed,True
SIM-0096,unassigned_insurance_gap,strict_boundary_buyer,blocked,hard wall missing; agent cannot narrate around it,False
SIM-0096,unassigned_insurance_gap,convenience_first_buyer,blocked,hard wall missing; agent cannot narrate around it,False
SIM-0096,unassigned_insurance_gap,seller_friendly_market_maker,blocked,hard wall missing; agent cannot narrate around it,False
SIM-0096,unassigned_insurance_gap,adversarial_seller,blocked,hard wall missing; agent cannot narrate around it,False
SIM-0096,unassigned_insurance_gap,arbiter_policy_agent,blocked,hard wall missing; agent cannot narrate around it,False
SIM-0097,spendability_missing_wall_ref,strict_boundary_buyer,accept_or_continue,all active walls passed,False
SIM-0097,spendability_missing_wall_ref,convenience_first_buyer,accept_or_continue,all active walls passed,False
SIM-0097,spendability_missing_wall_ref,seller_friendly_market_maker,accept_or_continue,all active walls passed,False
SIM-0097,spendability_missing_wall_ref,adversarial_seller,accept_or_continue,all active walls passed,False
SIM-0097,spendability_missing_wall_ref,arbiter_policy_agent,accept_or_continue,all active walls passed,False
SIM-0098,full_compliant,strict_boundary_buyer,accept_or_continue,all active walls passed,True
SIM-0098,full_compliant,convenience_first_buyer,accept_or_continue,all active walls passed,True
SIM-0098,full_compliant,seller_friendly_market_maker,accept_or_continue,all active walls passed,True
SIM-0098,full_compliant,adversarial_seller,accept_or_continue,all active walls passed,True
SIM-0098,full_compliant,arbiter_policy_agent,accept_or_continue,all active walls passed,True
SIM-0099,full_compliant,strict_boundary_buyer,accept_or_continue,all active walls passed,True
SIM-0099,full_compliant,convenience_first_buyer,accept_or_continue,all active walls passed,True
SIM-0099,full_compliant,seller_friendly_market_maker,accept_or_continue,all active walls passed,True
SIM-0099,full_compliant,adversarial_seller,accept_or_continue,all active walls passed,True
SIM-0099,full_compliant,arbiter_policy_agent,accept_or_continue,all active walls passed,True
SIM-0100,full_compliant,strict_boundary_buyer,accept_or_continue,all active walls passed,True
SIM-0100,full_compliant,convenience_first_buyer,accept_or_continue,all active walls passed,True
SIM-0100,full_compliant,seller_friendly_market_maker,accept_or_continue,all active walls passed,True
SIM-0100,full_compliant,adversarial_seller,accept_or_continue,all active walls passed,True
SIM-0100,full_compliant,arbiter_policy_agent,accept_or_continue,all active walls passed,True
SIM-0101,outside_scope_magic,strict_boundary_buyer,blocked,hard wall missing; agent cannot narrate around it,False
SIM-0101,outside_scope_magic,convenience_first_buyer,blocked,hard wall missing; agent cannot narrate around it,False
SIM-0101,outside_scope_magic,seller_friendly_market_maker,blocked,hard wall missing; agent cannot narrate around it,False
SIM-0101,outside_scope_magic,adversarial_seller,blocked,hard wall missing; agent cannot narrate around it,False
SIM-0101,outside_scope_magic,arbiter_policy_agent,blocked,hard wall missing; agent cannot narrate around it,False
SIM-0102,full_compliant,strict_boundary_buyer,accept_or_continue,all active walls passed,True
SIM-0102,full_compliant,convenience_first_buyer,accept_or_continue,all active walls passed,True
SIM-0102,full_compliant,seller_friendly_market_maker,accept_or_continue,all active walls passed,True
SIM-0102,full_compliant,adversarial_seller,accept_or_continue,all active walls passed,True
SIM-0102,full_compliant,arbiter_policy_agent,accept_or_continue,all active walls passed,True
SIM-0103,stale_wall_bundle_ref,strict_boundary_buyer,accept_or_continue,all active walls passed,False
SIM-0103,stale_wall_bundle_ref,convenience_first_buyer,accept_or_continue,all active walls passed,False
SIM-0103,stale_wall_bundle_ref,seller_friendly_market_maker,accept_or_continue,all active walls passed,False
SIM-0103,stale_wall_bundle_ref,adversarial_seller,accept_or_continue,all active walls passed,False
SIM-0103,stale_wall_bundle_ref,arbiter_policy_agent,accept_or_continue,all active walls passed,False
SIM-0104,full_compliant,strict_boundary_buyer,accept_or_continue,all active walls passed,True
SIM-0104,full_compliant,convenience_first_buyer,accept_or_continue,all active walls passed,True
SIM-0104,full_compliant,seller_friendly_market_maker,accept_or_continue,all active walls passed,True
SIM-0104,full_compliant,adversarial_seller,accept_or_continue,all active walls passed,True
SIM-0104,full_compliant,arbiter_policy_agent,accept_or_continue,all active walls passed,True
SIM-0105,full_compliant,strict_boundary_buyer,accept_or_continue,all active walls passed,True
SIM-0105,full_compliant,convenience_first_buyer,accept_or_continue,all active walls passed,True
SIM-0105,full_compliant,seller_friendly_market_maker,accept_or_continue,all active walls passed,True
SIM-0105,full_compliant,adversarial_seller,accept_or_continue,all active walls passed,True
SIM-0105,full_compliant,arbiter_policy_agent,accept_or_continue,all active walls passed,True
SIM-0106,sparse_evidence_no_waiver,strict_boundary_buyer,request_more_evidence,strict buyer refuses waiver path by default,False
SIM-0106,sparse_evidence_no_waiver,convenience_first_buyer,blocked_until_waiver,convenience requires explicit BuyerRiskAcceptance,False
SIM-0106,sparse_evidence_no_waiver,seller_friendly_market_maker,revise_offer_or_request_waiver,seller-friendly close path still needs scoped waiver,False
SIM-0106,sparse_evidence_no_waiver,adversarial_seller,semantic_attack_contained,ambiguity stayed legible instead of becoming trust,False
SIM-0106,sparse_evidence_no_waiver,arbiter_policy_agent,request_policy_waiver_or_block,arbiter policy cannot treat unresolved waiver rows as normal acceptance,False
SIM-0107,full_compliant,strict_boundary_buyer,accept_or_continue,all active walls passed,True
SIM-0107,full_compliant,convenience_first_buyer,accept_or_continue,all active walls passed,True
SIM-0107,full_compliant,seller_friendly_market_maker,accept_or_continue,all active walls passed,True
SIM-0107,full_compliant,adversarial_seller,accept_or_continue,all active walls passed,True
SIM-0107,full_compliant,arbiter_policy_agent,accept_or_continue,all active walls passed,True
SIM-0108,missing_external_availability,strict_boundary_buyer,request_more_evidence,strict buyer refuses waiver path by default,False
SIM-0108,missing_external_availability,convenience_first_buyer,blocked_until_waiver,convenience requires explicit BuyerRiskAcceptance,False
SIM-0108,missing_external_availability,seller_friendly_market_maker,revise_offer_or_request_waiver,seller-friendly close path still needs scoped waiver,False
SIM-0108,missing_external_availability,adversarial_seller,semantic_attack_contained,ambiguity stayed legible instead of becoming trust,False
SIM-0108,missing_external_availability,arbiter_policy_agent,request_policy_waiver_or_block,arbiter policy cannot treat unresolved waiver rows as normal acceptance,False
SIM-0109,outside_scope_magic,strict_boundary_buyer,blocked,hard wall missing; agent cannot narrate around it,False
SIM-0109,outside_scope_magic,convenience_first_buyer,blocked,hard wall missing; agent cannot narrate around it,False
SIM-0109,outside_scope_magic,seller_friendly_market_maker,blocked,hard wall missing; agent cannot narrate around it,False
SIM-0109,outside_scope_magic,adversarial_seller,blocked,hard wall missing; agent cannot narrate around it,False
SIM-0109,outside_scope_magic,arbiter_policy_agent,blocked,hard wall missing; agent cannot narrate around it,False
SIM-0110,sparse_evidence_with_waiver,strict_boundary_buyer,request_more_evidence,strict buyer refuses waiver path by default,True
SIM-0110,sparse_evidence_with_waiver,convenience_first_buyer,accept_with_waiver,allowed only as unresolved risk,True
SIM-0110,sparse_evidence_with_waiver,seller_friendly_market_maker,continue_with_recorded_waiver,waived ambiguity remains visible in the trade state,True
SIM-0110,sparse_evidence_with_waiver,adversarial_seller,continue_with_recorded_waiver,waived ambiguity remains visible in the trade state,True
SIM-0110,sparse_evidence_with_waiver,arbiter_policy_agent,continue_with_recorded_waiver,waived ambiguity remains visible in the trade state,True
SIM-0111,full_compliant,strict_boundary_buyer,accept_or_continue,all active walls passed,True
SIM-0111,full_compliant,convenience_first_buyer,accept_or_continue,all active walls passed,True
SIM-0111,full_compliant,seller_friendly_market_maker,accept_or_continue,all active walls passed,True
SIM-0111,full_compliant,adversarial_seller,accept_or_continue,all active walls passed,True
SIM-0111,full_compliant,arbiter_policy_agent,accept_or_continue,all active walls passed,True
SIM-0112,unassigned_insurance_gap,strict_boundary_buyer,blocked,hard wall missing; agent cannot narrate around it,False
SIM-0112,unassigned_insurance_gap,convenience_first_buyer,blocked,hard wall missing; agent cannot narrate around it,False
SIM-0112,unassigned_insurance_gap,seller_friendly_market_maker,blocked,hard wall missing; agent cannot narrate around it,False
SIM-0112,unassigned_insurance_gap,adversarial_seller,blocked,hard wall missing; agent cannot narrate around it,False
SIM-0112,unassigned_insurance_gap,arbiter_policy_agent,blocked,hard wall missing; agent cannot narrate around it,False
SIM-0113,full_compliant,strict_boundary_buyer,accept_or_continue,all active walls passed,True
SIM-0113,full_compliant,convenience_first_buyer,accept_or_continue,all active walls passed,True
SIM-0113,full_compliant,seller_friendly_market_maker,accept_or_continue,all active walls passed,True
SIM-0113,full_compliant,adversarial_seller,accept_or_continue,all active walls passed,True
SIM-0113,full_compliant,arbiter_policy_agent,accept_or_continue,all active walls passed,True
SIM-0114,full_compliant,strict_boundary_buyer,accept_or_continue,all active walls passed,True
SIM-0114,full_compliant,convenience_first_buyer,accept_or_continue,all active walls passed,True
SIM-0114,full_compliant,seller_friendly_market_maker,accept_or_continue,all active walls passed,True
SIM-0114,full_compliant,adversarial_seller,accept_or_continue,all active walls passed,True
SIM-0114,full_compliant,arbiter_policy_agent,accept_or_continue,all active walls passed,True
SIM-0115,missing_inventory_lock,strict_boundary_buyer,accept_or_continue,all active walls passed,False
